Coordonnees
34.7587 0.1444
35.6700 3.8815
36.5720 4.3170
34.9321 -1.3252
34.3468 3.2174
""
35.6902 6.3302
""
34.8415 4.1638
35.5114 9.5825
35.7421 -0.7487
""
36.4157 7.2929
35.9711 6.8737
35.4805 0.2454
36.0018 6.6438
34.8778 -1.2336
36.6621 2.7422
35.9953 6.5788
8.0595 18.4372
""
""
36.2132 6.6156
36.1704 8.0387
36.0714 6.5839
36.4157 7.2929
35.6333 6.4167
36.3678 5.5046
36.6628 8.3742
36.7484 6.4324
35.9247 6.6953
36.4244 6.4725
34.9082 1.1081
36.4137 7.6167
36.1761 5.3384
36.8027 8.3330
35.2026 -1.1986
35.2026 -1.1986
35.9386 5.5392
""
36.3212 3.7459
36.1573 2.4053
35.6236 6.3706
33.7956 2.3052
36.2447 7.2506
""
35.6794 6.3652
34.8415 4.1638
36.2755 6.1785
36.1628 0.9704
""
36.8353 7.4533
""
36.8558 3.8567
""
""
""
34.6888 6.0904
36.7792 7.2913
35.8043 0.0453
""
35.9230 5.2960
35.3333 -0.6000
36.5344 3.6828
35.4514 2.9058
36.2594 7.0739
""
34.6750 4.0896
36.5127 7.4236
36.4207 2.7116
36.3333 5.1833
34.8274 -1.5283
36.1654 5.3907
32.7500 -0.5833
""
""
""
""
""
36.3198 7.8702
36.1654 5.3907
35.8342 0.1267
34.5045 0.8441
36.2674 6.5014
36.0682 7.4787
36.2489 2.2967
36.2710 7.5206
36.2489 2.2967
36.1333 4.7333
36.8006 6.6115
36.6035 2.6094
36.6035 2.6094
36.1301 5.0772
""
36.7933 3.2869
36.1857 5.4327
35.9982 0.2968
35.2975 -1.1404
""
""
36.3975 6.3240
35.9498 5.0359
36.2263 3.8171
35.9262 2.9258
35.4253 0.1433
35.3767 5.9000
""
36.2288 7.1373
35.2850 -0.6758
36.1478 5.4431
36.1612 2.7224
""
36.3351 2.3018
35.7746 6.4164
35.0481 -1.3725
36.1664 5.2043
36.4005 8.1912
36.5483 3.8942
35.1420 5.8350
36.4472 4.3764
""
35.7056 6.9403
36.8880 6.7854
""
36.1114 6.1761
16.6617 -9.6172
36.1114 6.1761
""
49.9658 1.9442
50.6387 2.3988
""
50.6387 2.3988
49.4809 4.1622
43.703889 -0.261667
""
""
47.6683 4.2261
36.6501 4.5050
36.5255 4.2385
36.7031 4.7004
36.7346 4.4385
36.6977 4.4098
36.7494 4.1424
36.8170 4.5336
36.5127 4.2757
36.5756 4.3253
36.7629 4.9146
36.5140 4.3010
36.5084 3.9932
36.5080 4.3020
35.9926 4.5203
35.9926 4.5203
36.5241 4.2783
36.6190 4.4761
36.5392 4.3062
36.5260 4.3495
36.5410 4.2420
""
36.6070 4.3250
36.6603 4.3381
43.5283 5.4497
50.7740 6.0802
45.6885 5.9153
45.7972 1.1367
""
41.9314 8.7403
""
36.6204 4.7681
""
36.5080 4.3020
36.4611 4.5342
""
""
""
""
36.6316 4.6244
""
19.7466 -14.3853
32.9281 35.0765
""
8.4422 1.8843
6.6782 2.7221
""
""
""
""
35.6013 -0.2133
44.1265 4.0856
""
""
13.3344 -16.3867
41.1790 20.0820
42.6597 -73.7814
44.6977 8.0317
42.4833 2.8933
""
48.3578 7.3192
44.6977 8.0317
43.9272 2.1493
13.3344 -16.3867
""
17.0531 -13.9131
""
""
-0.0834 10.9550
48.4348 0.0931
42.6408 2.9825
""
""
36.2012 37.1612
44.9167 8.6167
44.1265 4.0856
42.9964 2.2556
42.9964 2.2556
36.6001 36.1835
38.8103 -77.0464
31.2156 29.9553
44.9167 8.6167
38.8103 -77.0464
""
""
48.8058 2.4204
36.1275 -5.4539
""
28.140 2.6700
36.7603 3.0444
""
""
""
""
""
""
""
""
36.1275 -5.4539
""
""
""
""
38.3452 -0.4815
""
""
""
""
""
""
47.5370 4.4885
44.9758 5.0283
""
6.6655 2.1514
""
""
""
""
12.0213 79.7984
12.0213 79.7984
45.2592 1.4764
44.2167 4.2667
45.2005 3.7128
51.0500 10.6200
""
""
48.3311 1.6578
47.2939 0.0244
47.9686 0.1606
46.5831 -0.3819
49.4050 2.1136
""
42.6582 -5.0379
36.7274 3.4099
""
43.1200 -0.8747
""
""
""
""
36.3644 6.2636
51.0000 2.7000
42.9883 1.4723
43.9678 3.4403
30.5330 47.7975
36.4000 10.6167
36.5097 40.7466
14.7931 42.9598
31.2156 29.9553
36.7603 3.0444
31.5240 35.1030
24.1848 23.2764
12.048882 24.880694
35.5382 35.7850
24.4686 39.6142
30.0771 31.2859
47.8022 6.0589
46.3328 4.2422
2.0526 -50.7946
""
""
11.5833 43.0000
""
2.3844 11.2675
10.9581 79.7267
45.9583 1.4008
45.5503 3.7425
""
14.5865 -11.7908
46.1053 3.8964
47.6791 6.4095
47.6791 6.4095
50.8103 1.6072
49.0195 5.4423
49.0195 5.4423
47.4167 0.9833
11.5694 43.1367
45.5272 2.1186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.4765 2.5677
49.9000 2.3000
""
49.6106 3.3053
""
""
23.7140 103.2682
36.6120 3.5743
35.8678 1.1114
""
""
""
""
36.3874 5.4137
""
36.1967 2.5097
""
24.4860 118.0922
35.8185 5.5112
48.2797 2.5306
45.4899 4.8103
36.7223 4.1046
""
52.3647 4.8985
""
""
11.0421 20.2842
""
39.0000 35.0000
5.1750 -1.1215
""
39.0000 34.0000
""
""
44.6221 6.2076
47.3734 -1.1818
48.6367 5.0206
""
""
""
46.8012 -71.3579
""
48.3683 0.1775
43.6172 13.5166
43.6172 13.5166
47.7759 4.1636
""
""
""
48.7907 4.9533
48.3876 7.4159
""
42.5320 1.5890
""
""
44.0541 3.9855
""
""
""
""
6.2290 1.5850
18.0465 0.6059
6.2290 1.5850
""
""
49.6350 4.9797
47.4728 -0.5539
48.3108 1.9975
13.4167 103.8667
""
43.5633 2.5613
52.4570 -1.1350
43.4850 -1.5183
""
45.4273 1.1373
-12.6660 17.8040
""
45.65 0.15
""
""
""
18.8985 105.3080
50.3306 3.2519
7.7611 1.1917
47.190278 1.801667
""
39.9432 32.8540
""
""
36.8971 7.7640
16.4255 107.1387
44.7333 -65.5167
47.5356 3.8883
45.9200 6.1428
45.9006 6.1259
46.1958 6.2364
48.9256 2.7192
""
45.2478 4.6706
43.9658 6.6694
47.6272 4.0514
""
5.1750 -1.1215
49.5653 2.3892
""
""
""
13.9132 -60.8924
""
""
""
""
""
""
""
""
15.6703 0.5031
36.9081 30.6956
""
""
47.3876 6.5614
43.5819 7.1215
""
45.6167 -61.9667
17.3533 -61.7184
""
""
""
""
""
""
""
""
12.1746 -68.9761
12.1746 -68.9761
""
49.1953 6.2503
49.1531 2.9842
36.2066 36.1572
45.4967 3.1794
45.2133 0.8317
45.2133 0.8317
51.2167 4.4000
51.2167 4.4000
""
50.3722 3.5050
20.8727 106.5875
16.5392 107.6832
""
14.1500 109.1167
15.5833 108.4167
13.8658 109.0694
13.8830 109.1055
11.5167 108.9167
14.1238 109.2015
20.8184 106.0912
15.9553 108.1551
9.9167 106.1500
16.5638 107.5577
36.6346 5.2474
""
36.4989 3.7723
45.7333 7.3333
45.7333 7.3333
""
""
""
21.8375 17.4275
""
""
""
""
""
""
""
""
6.9423 1.6740
""
""
""
""
""
4.4085 -51.9256
46.7508 -1.7397
""
43.8757 5.3943
11.1767 108.7042
""
23.8390 44.8800
""
""
36.6848 6.3588
""
""
18.9048 -3.5265
""
35.4570 -0.6186
36.4667 5.6500
36.6377 3.3713
36.5246 4.2061
6.0226 37.5521
46.9016 5.7737
11.8599 108.5660
36.9667 6.5172
36.9292 6.5856
36.136321 1.880728
47.0315 5.7788
47.0533 6.3819
46.9124 6.0000
""
44.6593 -1.1694
""
46.2954 -0.6903
""
11.8631 79.7754
11.8631 79.7754
45.0739 -0.7236
48.5334 4.1389
43.0939 0.0122
35.7200 -0.5450
46.9482 6.3782
""
48.7999 2.3326
""
""
45.1878 4.7372
""
""
42.5818 8.8952
""
41.5833 2.5500
41.5833 2.5500
""
""
46.1569 3.7283
43.0036 -0.0975
48.7452 -0.0181
""
""
-36.0313 -65.3906
-36.0313 -65.3906
45.4947 6.3136
46.5897 1.5200
12.7433 4.5269
""
""
""
""
12.7433 4.5269
11.8904 79.8067
""
36.7399 3.2365
36.2917 2.0696
""
46.3939 5.5675
""
""
""
""
46.7611 5.5299
42.4560 2.6305
43.6768 4.6303
""
49.3739 2.7650
35.9207 6.9440
43.2999 -1.1751
40.5430 44.7640
50.6833 2.8833
50.6833 2.8833
50.6863 2.8821
49.0115 6.0289
""
18.9048 -3.5265
""
""
48.5901 2.2476
42.9931 -0.1258
45.1425 4.8081
50.2918 2.7803
""
42.9564 -0.2117
""
36.5237 6.0701
43.9889 3.4818
35.2535 6.3527
""
""
""
46.2081 -1.5158
""
43.0939 0.0122
48.6567 6.2661
48.0822 1.8789
36.0013 2.9043
""
""
""
45.6167 -61.9667
""
48.9300 3.5536
46.0025 3.1440
""
11.8904 79.8067
35.8477 -0.3147
50.3552 7.6317
47.5486 -2.8903
""
48.9342 7.9833
42.7222 1.8625
49.4697 4.1192
36.6727 7.9742
""
""
""
""
15.3380 38.9318
47.8894 -0.2331
47.7761 7.1331
43.0161 0.8022
9.3529 -79.8891
43.5658 3.4498
""
13.0080 42.7422
""
""
""
""
""
""
""
35.7039 -0.4727
35.6934 -0.4185
35.7296 -0.4672
35.6922 -0.4994
35.7115 -0.4429
""
""
""
""
""
43.0419 0.1689
44.9000 8.2000
29.9737 32.5263
""
""
""
""
""
""
""
""
7.5290 1.1270
35.2068 -2.9046
20.5177 -13.0486
7.5660 2.1355
37.9833 23.7333
6.5808 1.6696
37.9833 23.7333
50.6167 3.7667
""
""
""
""
35.2214 6.4084
14.8154 106.8252
36.5728 2.6769
""
48.0645 6.0361
6.4200 1.6637
""
14.8154 106.8252
""
36.7921 4.0321
43.2914 5.5699
44.6206 4.3911
49.8368 4.2045
49.5339 0.6017
49.8286 0.5894
49.6822 0.3669
49.8969 1.2656
49.9792 1.3714
49.3069 -0.0281
""
48.9131 2.3831
45.2725 0.1711
45.4971 -0.0206
""
43.6469 0.7844
50.2637 3.1645
49.7736 3.1177
50.3517 2.5914
49.4989 3.7919
""
""
49.7769 4.4367
""
47.6583 5.2883
47.4894 2.4400
46.6831 3.1669
48.5261 4.2664
48.9189 -0.2136
46.7414 -0.1183
49.9011 2.4831
46.5975 -1.4525
""
45.9558 2.1672
43.6454 0.5879
""
47.4836 6.8403
""
42.9294 1.0236
49.3711 5.8967
45.7236 3.6175
45.5922 0.7025
35.5224 7.1134
36.1477 3.6912
""
""
""
""
""
49.7698 1.7559
""
49.4150 5.9446
""
47.6667 -2.9833
45.3691 4.2049
45.3691 4.2049
43.2447 0.0975
""
""
""
36.7311 7.2197
44.9181 2.4335
43.3697 5.6331
43.6650 5.1576
44.4964 -0.1442
45.8172 0.2214
45.8172 0.2214
43.5029 2.3679
""
49.3422 2.0878
48.8410 1.8175
""
48.4000 5.7603
45.1770 5.5442
48.4847 5.8494
47.6400 14.1530
48.2764 2.1028
49.2667 4.8333
46.9518 4.3001
""
49.1978 0.0664
44.0703 0.9006
47.7996 3.5703
""
47.1925 5.3873
42.7672 1.4808
45.2650 2.4594
""
46.4953 0.4369
46.4953 0.4369
47.4918 3.9147
44.5264 6.1861
""
50.1978 3.3808
50.1219 3.9314
""
6.4067 1.7619
""
43.9394 4.8113
48.9723 4.0105
48.6788 -1.3553
49.3817 2.5811
46.4708 -1.4928
""
""
42.7202 1.8380
42.7202 1.8380
""
""
""
45.2478 1.3272
""
50.1740 2.7346
44.7108 -0.4808
""
43.0822 -0.0131
16.6617 -9.6172
44.9856 2.3278
""
46.4 -0.25
""
""
46.4 -0.25
46.4 -0.25
36.7447 4.3722
""
0.6185 10.1333
36.4264 6.3214
36.8924 4.4212
""
""
46.3547 1.4778
40.3950 47.7290
""
47.8519 0.9994
47.8222 -0.6833
46.431829 4.760222
""
36.7473 3.8339
31.9616 -6.5711
36.2327 6.0133
35.8210 2.4513
0.2720 11.8120
""
47.1839 2.7083
42.1174 8.9247
36.7394 7.1053
""
32.7481 12.7231
34.0075 36.2100
""
""
35.1675 7.1038
14.9441 -16.4909
36.6956 2.9725
36.5000 5.4500
""
""
34.9668 -2.0307
""
""
48.4491 6.7369
46.9183 -70.9764
""
21.2883 105.4442
20.9833 105.8333
14.9024 -12.4594
""
""
""
49.3167 1.3667
""
21.2667 106.2000
""
22.1437 105.8332
21.5155 106.4305
""
""
9.2850 105.7244
""
21.1834 106.0590
22.4833 104.8667
6.4348 2.8890
48.7833 8.2000
""
""
""
""
""
4.3970 18.4287
""
4.9278 -52.3124
13.6405 -10.2159
13.1396 -13.2209
47.9167 7.7
""
""
5.1570 10.1770
5.1520 -9.2896
4.7500 11.2333
""
9.3558 1.2477
12.5467 -10.2538
""
""
""
""
13.8100 -10.8344
5.4778 10.4176
5.1520 -9.2896
44.0739 4.0517
""
33.2953 44.3665
46.3086 4.9303
35.5224 7.1134
36.8169 3.8572
43.0666 0.1500
42.7908 0.5939
43.0666 0.1500
48.7983 2.3137
""
44.1625 4.6203
13.9894 -11.2148
48.5258 -1.7725
12.6129 -7.7734
12.6129 -7.7734
""
""
""
""
""
""
-12.9818 -38.5002
11.8070 79.7435
11.8070 79.7435
""
""
""
""
""
51.4760 -56.9554
""
""
""
""
""
""
44.6687 -66.3959
44.16478 -64.399416
""
""
""
""
""
47.8442 -1.6849
36.8133 2.9705
""
45.0096 3.7746
47.8442 -1.6849
50.0633 4.2014
21.7333 104.8500
19.9000 105.3833
9.3867 4.6386
""
12.7290 103.7714
""
""
14.9024 -12.4594
""
""
40.3953 49.8822
""
""
21.49 86.93
44.5094 4.3733
14.0217 -13.1657
45.8193 4.1876
""
21.49 86.93
""
47.5584 7.5733
11.4149 14.9929
""
48.5247 2.3843
47.6227 7.1615
46.5358 4.3692
""
39.2939 -76.6187
""
13.2333 -13.2500
""
""
""
""
12.6333 -7.9833
5.7663 20.6735
""
4.9940 19.9770
11.2247 -10.4015
""
14.6970 -16.4541
""
""
""
""
""
""
""
""
""
13.2159 -6.4803
""
""
""
13.4959 -6.1716
44.4369 3.2008
8.4820 1.8060
5.1466 10.2755
""
""
""
""
""
27.1845 56.2755
""
""
11.7278 -12.2192
""
14.3503 -3.6125
""
""
43.1348 5.7472
""
10.6418 -4.7590
""
8.4522 98.5300
4.7413 22.8184
""
""
13.7451 100.5325
24.9812 90.0234
11.9146 109.1474
47.3155 -3.1888
""
""
""
""
""
""
4.3700 18.5635
""
15.8883 108.2298
""
""
4.0066 16.1128
11.2978 2.4344
43.0456 0.2353
""
""
13.4531 -16.5775
""
47.9323 -3.6976
47.9033 5.3975
44.8114 1.9108
48.8033 3.9194
47.9825 -0.3503
44.3675 4.1564
48.6781 3.1925
48.6781 3.1925
""
2.8464 9.8852
""
8.4121 1.8883
""
6.7485 11.8055
42.5657 2.8667
42.4831 3.1281
""
21.3327 103.9001
""
21.1913 104.5126
21.3952 105.4946
21.2170 103.9338
15.1176 105.6601
18.1555 104.8891
12.6692 108.0395
14.9667 105.6833
22.2958 101.7950
17.5833 105.7333
14.1040 105.8487
17.8922 104.6096
20.9365 106.0571
6.7283 2.7744
""
""
""
""
""
11.5860 108.9422
22.1764 104.3529
22.9475 105.6805
21.3500 106.3000
21.3283 105.6887
50.1040 2.8510
14.9024 -12.4594
48.7749 5.1595
48.2318 4.7076
48.7749 5.1595
""
36.6665 3.0961
13.1688 -3.8920
""
""
36.5745 4.9720
""
13.1667 -59.5333
43.9 4.75
""
""
44.1700 0.2872
43.9 4.75
49.0106 -0.3525
49.2223 2.6676
45.4667 -0.15
45.4667 -0.15
""
""
10.1413 -64.6903
""
41.3784 2.1485
43.7042 -0.2347
43.3797 0.4069
""
43.4756 -1.2025
""
42.8962 0.0620
5.0192 9.9650
14.6971 -17.2301
10.5015 107.1795
""
35.3890 5.3658
""
""
""
""
41.1245 16.8677
43.5578 6.0078
7.4302 -10.0719
49.8975 2.8911
36.8169 3.8572
""
44.6608 5.3708
49.381667 -1.751389
49.381667 -1.751389
41.7055 -70.2864
""
13.0741 -6.8324
""
""
""
36.6475 7.7767
45.4353 5.9783
5.5960 24.7117
48.4089 7.4506
47.6335 7.4771
""
""
""
""
""
""
""
47.5584 7.5733
""
""
14.8942 105.8793
""
""
""
""
47.1994 -1.6700
""
""
""
""
""
""
""
""
49.1019 6.5581
16.7742 94.7317
44.9015 -0.5163
""
""
""
""
47.8156 6.1803
""
9.0082 1.6639
16.7742 94.7317
48.8690 6.8016
30.5330 47.7975
""
42.7028 9.45
""
45.8722 2.3978
""
""
""
2.8464 9.8852
""
1.8577 9.7800
13.1027 103.1982
""
""
""
13.4531 -16.5775
9.8740 -2.9210
""
35.5553 6.1786
""
""
""
""
30.4507 -91.1546
6.4333 1.7500
41.6420 41.6500
""
""
""
""
""
""
13.1027 103.1982
""
47.4294 5.6378
35.1526 -0.4572
47.0822 2.7283
47.3527 6.3547
""
""
""
35.9386 8.2101
""
""
""
""
2.9127 16.2604
36.7147 7.0799
""
49.2753 -0.7019
""
""
43.4898 -1.4759
""
""
49.4082 5.7652
44.4333 -0.2167
36.0680 5.6667
36.0702 5.7302
43.2908 0.0772
43.4545 1.6140
49.9574 1.5518
48.1586 1.8089
43.2236 0.5525
""
15.9973 107.9885
11.9146 109.1474
""
10.5015 107.1795
10.0833 106.6167
""
""
45.8491 -64.2609
43.8070 4.6418
""
48.8331 -1.3578
47.4867 6.9261
48.1478 0.3631
47.7786 1.6294
44.2042 6.3722
46.1550 4.5889
44.9792 1.8392
47.3114 -0.5881
47.5433 2.8178
""
48.9105 -0.8184
46.3872 1.3081
43.8839 0.9892
48.1361 2.4756
49.2789 0.1106
49.6644 -1.8356
49.1447 2.2869
48.2277 0.1319
48.2277 0.1319
44.5389 4.1675
""
""
47.0168 4.8354
46.8637 -71.1880
""
36.5517 3.8063
47.0505 -70.8865
""
50.4256 1.8989
""
44.9886 0.6428
""
46.6694 5.3886
50.0619 3.7956
45.3367 5.0552
49.2944 2.5722
49.666111 0.221389
46.9114 -1.0878
""
45.8646 -64.2914
""
""
""
45.8825 -0.1867
43.9108 1.5706
""
49.4333 2.0833
46.9165 -2.0476
46.1803 -0.4728
8.6113 17.0175
""
31.6166 -2.2166
36.3377 4.0922
35.5365 1.2141
47.5033 -0.7997
""
43.6050 3.1597
43.3486 -0.0997
""
8.9065 1.6805
35.9386 5.5392
""
9.3954 16.2968
35.8541 5.2916
21.4789 109.1213
39.9212 116.3914
36.5284 6.1065
48.8633 8.0845
36.7432 5.0672
36.7256 9.1817
""
35.373612 8.240756
36.7013 7.3060
10.8820 -14.4547
""
""
""
35.1526 -0.4572
49.3897 1.1436
""
""
""
-1.3951 -48.5046
""
""
36.3975 6.3240
47.6358 6.8555
50.9009 4.5483
42.5864 9.0186
44.8070 20.4460
16.9307 -88.6157
35.5535 7.9828
36.4627 7.4758
36.2024 5.8537
36.2325 1.6521
46.1256 1.0464
""
36.0086 0.1872
""
47.3321 -3.1668
""
""
""
44.4203 6.1775
""
""
""
""
36.7305 3.4948
""
""
48.0139 6.4436
43.7541 4.5148
48.3772 0.5614
46.2014 3.0808
47.5061 2.8514
48.8739 2.3853
""
35.9993 0.3398
""
""
""
""
11.8333 108.6333
45.7595 5.6864
""
47.4683 -1.0267
36.7118 4.0459
""
44.890833 1.880556
46.1658 4.3472
""
48.0867 6.0119
45.8814 5.6622
44.2833 1.6442
48.2261 6.7661
43.8178 2.7558
48.2556 5.9081
45.5603 5.6800
48.4106 7.2353
47.2217 6.3672
43.6906 0.2406
47.7244 5.5472
47.7878 6.5042
45.4744 5.3644
47.0169 5.5947
1.1837 9.3610
49.4697 5.0341
49.4697 5.0341
35.9811 4.8789
""
10.2236 2.6682
""
""
""
""
""
48.3714 7.5931
35.6934 -0.4185
""
32.1167 20.0667
""
-12.5800 13.4095
""
38.5382 -0.1310
9.6295 2.3375
""
""
""
""
""
1.5740 9.6134
30.1267 -2.1713
36.4403 7.3064
""
36.7289 3.5558
""
36.6626 4.0846
36.7754 8.1182
36.6677 3.5912
36.6671 5.1505
""
""
36.5638 1.9994
36.5367 4.0555
36.5017 4.2276
36.0498 1.5896
36.6387 4.3487
36.0891 1.6516
36.5110 4.0210
36.0498 1.5896
34.6496 -1.7538
36.2646 3.0308
36.5674 5.3674
36.5674 5.3674
36.5991 3.4312
36.8192 5.7378
36.7475 3.8673
36.3779 1.5073
36.6195 4.0828
36.6195 4.0828
36.5668 5.2938
35.1420 5.8350
36.8061 4.4701
""
36.5862 5.5809
36.6998 4.4352
36.3927 5.9928
""
36.5056 6.5497
""
36.5311 1.5689
36.5939 5.3210
36.1210 2.8045
35.8508 1.6034
35.9573 4.0903
36.6624 4.2061
""
36.8192 5.7378
36.5879 3.6570
36.6805 3.9581
36.6805 3.9581
36.6229 2.8956
35.4911 0.0826
36.4845 3.9710
36.8298 4.7004
36.7993 5.9954
""
36.5084 3.9932
36.3340 4.3587
""
""
""
36.5071 4.7529
36.4333 7.5500
36.4167 4.0000
36.4667 5.6500
""
""
""
36.4511 4.4113
""
36.4695 2.4280
36.5019 2.1650
36.5158 3.9839
36.5739 4.2724
36.5239 2.8613
36.4480 2.4335
36.3377 1.1394
36.3434 2.8773
36.7791 2.9750
34.8705 -1.4232
36.5000 7.6000
36.4480 2.4335
36.3461 2.9875
36.5647 3.1543
""
36.7748 4.1203
35.0833 -1.5573
""
35.9616 1.3497
35.0267 -1.2414
36.6833 6.6167
36.6169 4.6589
36.6169 4.6589
35.1236 0.8807
36.4333 4.8500
36.3834 7.5005
35.3010 -1.3823
36.4312 2.7982
""
""
36.6504 6.4625
36.6467 5.3798
36.7306 5.8980
36.2270 3.3060
36.8905 3.9672
36.4431 3.9244
36.8463 3.8793
36.8027 7.9085
36.3673 4.1070
36.5750 4.2084
36.6478 4.0420
36.3792 6.4720
36.9320 6.4798
36.5649 4.5054
36.6478 4.0420
""
""
48.1442 7.3261
""
""
35.0747 -1.2286
""
9.1675 -13.2226
""
36.2327 6.0133
36.7667 3.0167
36.4628 5.6481
11.3333 106.5000
""
36.1996 2.8486
""
36.0923 5.4876
36.4777 3.7584
36.7697 7.9064
""
36.8632 3.8804
36.3539 1.3740
""
36.3687 7.5264
""
18.6428 105.7149
""
10.2362 106.3796
44.8070 20.4460
""
46.3519 -72.4329
""
36.6035 2.6094
10.4396 45.0143
4.2583 15.7883
""
36.6126 2.7483
""
48.3858 1.5542
""
50.4089 1.5933
""
""
10.7710 -4.7333
""
51.4945 4.2835
60.3907 5.3302
44.8525 0.4848
48.2058 7.3625
49.4187 4.2545
34.0099 -2.0321
50.0342 3.7067
50.9683 2.4312
9.3689 -13.1730
35.0833 -1.5573
50.2822 2.4267
52.5175 13.4097
48.4542 7.4653
""
48.07387 -0.05974
50.2694 1.7453
46.0653 -0.6192
48.6766 2.9386
49.0938 0.6014
48.07387 -0.05974
43.6706 -0.2206
35.6453 5.9960
46.9476 7.4481
44.3767 -0.2559
49.8656 2.8506
36.8353 7.4533
""
43.4816 5.1677
35.9144 7.3767
36.1388 2.9143
""
""
36.0788 6.4698
49.3511 2.2256
34.9219 -0.2095
""
45.6186 3.6817
50.0858 2.9814
""
4.5768 13.6818
45.3058 0.3581
45.3058 0.3581
49.6667 1.0000
50.0872 3.4430
36.3212 3.7459
""
47.2375 6.0234
36.7022 7.8472
45.4308 -0.0181
45.3206 6.9940
47.8339 0.7494
43.7991 1.6062
36.9900 6.4583
""
15.2930 -16.7097
47.5353 6.8047
50.3767 2.5511
50.5298 2.6412
1.1228 9.4510
36.7325 4.0497
48.8987 7.9018
""
35.8006 -0.2651
49.0797 7.2858
48.0090 7.8048
48.0761 -4.5103
12.8886 3.9242
""
""
8.6898 -8.6482
""
33.8719 35.5097
12.8886 3.9242
43.3400 3.2150
49.0086 3.2258
36.4443 3.9075
""
43.4817 -1.5561
""
36.1750 4.4481
""
""
48.8100 2.3581
15.9333 108.1833
43.4376 -1.5913
""
""
3.7000 10.6000
22.3003 1.0900
""
9.9015 14.1195
-4.2258 14.1336
47.3264 6.7680
45.8239 0.8217
21.4000 106.7500
""
10.9500 106.8167
50.9633 2.4117
49.5400 1.2742
12.8069 -16.2329
""
50.1235 2.7980
""
16.8277 75.7190
33.9222 35.6831
2.8240 18.3875
12.5060 2.7190
1.5162 11.5987
43.2627 -2.9253
-4.4822 12.2519
47.5325 -2.4883
1.1837 9.3610
""
""
18.6853 12.9164
1.1837 9.3610
""
""
""
""
30.4037 -88.8890
""
""
""
4.8690 13.2645
9.9695 14.4660
