,GPH_code,QGIS_PlaceName,start_year,end_year,GPH_status,sovereign_GPH_code
4006,9462,Malden I.,1856,1979,Claimed by,2.0
4010,9463,Starbuck I.,1856,1979,Claimed by,2.0
4014,9464,Vostok I.,1856,1979,Claimed by,2.0
4018,9465,Flint I.,1856,1979,Claimed by,2.0
4022,9466,Caroline I.,1868,1979,Claimed by,200.0
4026,9501,Rotuma I.,1881,2020,Part of,950.0
4028,9551,Vava'u,1833,2020,Part of,955.0
4030,9552,Tongatapu,1845,2020,Part of,955.0
4032,9553,Ha'apai,1845,2020,Part of,955.0
4035,9601,Society Is.,1903,2020,Part of,960.0
4039,9602,Marquesas Is.,1903,2020,Part of,960.0
4043,9603,Tuamotu Is.,1903,2020,Part of,960.0
4046,9604,Gambier Is.,1886,2020,Part of,960.0
4050,9605,Tubuai Is. (Austral Is.),1903,2020,Part of,960.0
4052,9606,Tahiti,1843,2020,Part of,9601.0
4055,9610,Clipperton I.,1858,1931,Occupied by,220.0
4056,9610,Clipperton I.,1897,1931,Occupied by,70.0
4061,9620,Pitcairn Is.,1839,2020,Colony of,200.0
4064,9621,Ducie I.,1903,2020,Part of,9620.0
4066,9720,Wake I.,1898,1941,Colony of,2.0
4069,9730,Midway Is.,1859,2020,Dependency of,2.0
4074,9740,Palmyra Is.,1912,1960,Part of,4.0
4077,9750,Johnston I.,1858,1934,Claimed by,2.0
4080,9760,Kingman Reef,1860,1922,Claimed by,2.0
4088,9771,Baker I.,1886,1935,Claimed by,200.0
4092,9772,Jarvis I.,1889,1935,Claimed by,200.0
4112,9960,Australian Antarctic Territory,1841,1933,Claimed by,200.0
4116,9971,Adelie Land,1840,1955,Claimed by,220.0
4119,9972,St. Paul and New Amsterdam Is.,1843,1955,Possession of,220.0
4122,9973,Kerguelen Is.,1893,1955,Possession of,220.0
4124,9974,Crozet Is.,1816,1955,Possession of,220.0
4128,9981,Palmer Antarctic Territory,1908,1962,Claimed by,1163.0
4131,9982,South Orkney Is.,1833,1962,Part of,1163.0
4134,9983,South Shetland Is.,1833,1962,Part of,1163.0
4137,9984,South Sandwich Is.,1908,1985,Part of,1163.0
4145,9993,Bouvet I.,1816,1927,Discovered,
4147,9994,Ross Dependency,1841,1923,Discovered,
4149,9998,Concessions in China,1846,1949,International,
